name,symbol,token
INDIGRID,INDIGRID-NH,3451
VINDHYATEL,VINDHYATEL-EQ,3694
SHRIRAMFIN,SHRIRAMFIN-EQ,4306
747AS28,747AS28-SG,18203
715AP31,715AP31-SG,20772
GS100525C,GS100525C-GS,4137
GUJGASLTD,GUJGASLTD-BL,10602
MINDACORP,MINDACORP-EQ,25897
182D161123,182D161123-TB,15798
NXST,NXST-RR,15815
713HR42,713HR42-SG,8336
ARSSINFRA,ARSSINFRA-BL,18205
IBULHSGFIN,IBULHSGFIN-BX,18879
762MH30,762MH30-SG,9695
EASEMYTRIP,EASEMYTRIP-BL,2801
GRINDWELL,GRINDWELL-BL,13563
AROGRANITE,AROGRANITE-EQ,14557
ASHOKA,ASHOKA-BL,20185
INDIGRID,INDIGRID-NL,3476
68MN30,68MN30-SG,21924
ABSLNN50ET,ABSLNN50ET-BL,7340
DCI,DCI-BE,11568
AGARIND,AGARIND-BL,3398
BLAL,BLAL-EQ,15067
IIHFL,IIHFL-N5,5214
KIRLPNU,KIRLPNU-EQ,15180
TIRUPATIFL,TIRUPATIFL-BE,22284
DIGJAMLMTD,DIGJAMLMTD-BL,6135
HAL,HAL-EQ,2303
VISHWARAJ,VISHWARAJ-BL,13706
AAATECH,AAATECH-BL,12543
OFSS,OFSS-BL,12455
652ML30,652ML30-SG,22009
EMAMILTD,EMAMILTD-EQ,13517
723WB30,723WB30-SG,22147
708TS42,708TS42-SG,6488
ZEELEARN,ZEELEARN-BE,20856
883GS2041,883GS2041-GS,7013
ANNAPURNA,ANNAPURNA-SM,11198
ISEC,ISEC-BL,2498
BBETF0432,BBETF0432-BL,7199
SOTL,SOTL-EQ,3021
NECCLTD,NECCLTD-BL,13525
MDL,MDL-SM,2132
74HR37,74HR37-SG,8580
ALPHAGEO,ALPHAGEO-BL,14600
SIGMA,SIGMA-BL,16665
DYNPRO,DYNPRO-EQ,21314
CIPLA,CIPLA-BL,12299
BALMLAWRIE,BALMLAWRIE-BL,12240
MANAKALUCO,MANAKALUCO-EQ,7420
MAZDOCK,MAZDOCK-EQ,509
CHEMPLASTS,CHEMPLASTS-EQ,5449
VMART,VMART-BL,29287
618GJ26A,618GJ26A-SG,7892
SKSTEXTILE,SKSTEXTILE-ST,1124
OCCL,OCCL-BL,12252
IBULHSGFIN,IBULHSGFIN-Y9,7765
SAMHI,SAMHI-BL,18617
702AS30,702AS30-SG,20851
SFMP1GR,SFMP1GR-MF,9522
UTIDAP35P2,UTIDAP35P2-MF,13150
KRITINUT,KRITINUT-BL,11434
SIKKO,SIKKO-EQ,6218
VIMTALABS,VIMTALABS-EQ,13101
DALMIASUG,DALMIASUG-BL,12322
787TN33,787TN33-SG,10338
SUPERHOUSE,SUPERHOUSE-BL,20619
MARICO,MARICO-BL,12585
IRBINVIT,IRBINVIT-IV,20817
803AP35,803AP35-SG,9826
SHAILY,SHAILY-BL,8731
735PY33,735PY33-SG,8358
754AP29,754AP29-SG,13712
716GA31,716GA31-SG,2746
717BR30A,717BR30A-SG,22223
JAIBALAJI,JAIBALAJI-BE,14076
LICMFGOLD,LICMFGOLD-EQ,25640
CSLFINANCE,CSLFINANCE-EQ,10350
KOHINOOR,KOHINOOR-EQ,3009
APOLLO,APOLLO-BL,1137
BLKASHYAP,BLKASHYAP-BL,13292
HONDAPOWER,HONDAPOWER-BL,12757
IEX,IEX-EQ,220
758TS45,758TS45-SG,14353
654MH27,654MH27-SG,8126
648KA30,648KA30-SG,22335
699TR36,699TR36-SG,5892
BPL,BPL-BL,12055
759PY41,759PY41-SG,14168
GRASIM,GRASIM-BL,12409
POONAWALLA,POONAWALLA-N5,9969
MKPL,MKPL-BL,16739
DELTACORP,DELTACORP-BL,15047
IIFL,IIFL-NX,17024
733TN54,733TN54-SG,22115
STEELCITY,STEELCITY-EQ,10406
INCREDIBLE,INCREDIBLE-EQ,17507
FORCEMOT,FORCEMOT-EQ,11573
704KL34,704KL34-SG,5539
CERA,CERA-BL,15042
KOTAKALPHA,KOTAKALPHA-BL,7415
645RJ30,645RJ30-SG,855
TATACAPHSG,TATACAPHSG-N3,16789
VIPULLTD,VIPULLTD-BL,8434
PHOENIXLTD,PHOENIXLTD-EQ,14552
IIFL,IIFL-NZ,17039
IRBIT,IRBIT-IV,14806
688GA31,688GA31-SG,5557
605RJ26,605RJ26-SG,4570
739HR29,739HR29-SG,15256
ARHAM,ARHAM-SM,13092
SFMP42DR,SFMP42DR-MF,3160
679MP33,679MP33-SG,32
BASML,BASML-BL,12248
77HP36,77HP36-SG,13896
OSIAHYPER,OSIAHYPER-BL,12644
697TN31C,697TN31C-SG,6096
753HR30,753HR30-SG,10855
RECLTD,RECLTD-NH,19926
VTL,VTL-EQ,2073
BIOFILCHEM,BIOFILCHEM-BL,12928
AKI,AKI-BE,14895
MAHASTEEL,MAHASTEEL-BL,17530
785WB42,785WB42-SG,14849
SBIETFQLTY,SBIETFQLTY-BL,7219
APLLTD,APLLTD-EQ,25328
65AP38,65AP38-SG,22295
DATAPATTNS,DATAPATTNS-EQ,7358
787MZ36,787MZ36-SG,11873
659UP30,659UP30-SG,997
649KA31,649KA31-SG,22336
KFINTECH,KFINTECH-BL,13364
LAURUSLABS,LAURUSLABS-EQ,19234
AXISCADES,AXISCADES-BE,9440
INDHOTEL,INDHOTEL-BL,12470
MIRCELECTR,MIRCELECTR-BE,6853
DCAL,DCAL-EQ,21704
656KA30,656KA30-SG,14
151NSETEST,151NSETEST-EQ,14782
HINDPETRO,HINDPETRO-BL,12446
IBULHSGFIN,IBULHSGFIN-ZC,11823
MAHASTEEL,MAHASTEEL-EQ,17527
BLBLIMITED,BLBLIMITED-BL,12054
WELENT,WELENT-EQ,11626
ORICONENT,ORICONENT-BE,10163
SFMP71GD,SFMP71GD-MF,12286
734AP40,734AP40-SG,8932
BLS,BLS-EQ,17279
NIFTY,Nifty 50,99926000
364D091123,364D091123-TB,11894
722AP42,722AP42-SG,7715
BFSI,BFSI-EQ,5220
518KL24,518KL24-SG,2063
INFIBEAM,INFIBEAM-EQ,16249
ICICIGI,ICICIGI-BL,21773
HCL-INSYS,HCL-INSYS-BL,12428
UGROCAP,UGROCAP-N7,11230
IBULHSGFIN,IBULHSGFIN-NS,5855
687SK31,687SK31-SG,6991
594CG25,594CG25-SG,423
EXCELINDUS,EXCELINDUS-BL,12073
734UP32,734UP32-SG,8693
TECHNOE,TECHNOE-EQ,6445
BSLSENETFG,BSLSENETFG-BL,5966
78JK35,78JK35-SG,14834
IBUCCREDIT,IBUCCREDIT-NO,14038
PATINTLOG,PATINTLOG-BE,15223
745KL39,745KL39-SG,18999
779HP38,779HP38-SG,14839
767AP31,767AP31-SG,9696
74ML27,74ML27-SG,13118
717KA29,717KA29-SG,20573
DSPBANKETF,DSPBANKETF-BL,13649
KOTAKBKETF,KOTAKBKETF-EQ,5851
PCHFL,PCHFL-N6,5134
IIFL,IIFL-NV,17016
364D080824,364D080824-TB,17858
ABSLFTTJRG,ABSLFTTJRG-MF,5106
BIRLACORPN,BIRLACORPN-EQ,480
SUPERSPIN,SUPERSPIN-BL,12795
CHEVIOT,CHEVIOT-BL,9885
661KA33,661KA33-SG,1944
774TS46,774TS46-SG,10784
IOC,IOC-BL,12492
SAREGAMA,SAREGAMA-BL,12735
762MH30A,762MH30A-SG,11277
ELGIEQUIP,ELGIEQUIP-BL,12347
GOKULAGRO,GOKULAGRO-EQ,14480
INDOCO,INDOCO-BL,12477
HMVL,HMVL-BE,19215
NABARD,NABARD-N1,20032
DJML,DJML-BL,12764
721AP31,721AP31-SG,20575
182D071223,182D071223-TB,16677
TCIEXP,TCIEXP-EQ,19223
694RJ33,694RJ33-SG,5886
658GA31,658GA31-SG,1830
MITCON,MITCON-BL,8483
735AP40,735AP40-SG,16935
PGIMCSR2G,PGIMCSR2G-MF,17996
GREENPLY,GREENPLY-BL,12411
654GA30,654GA30-SG,20921
733MH31,733MH31-SG,16224
SIGNATURE,SIGNATURE-BL,18749
PFOCUS,PFOCUS-BL,13498
RAJRATAN,RAJRATAN-EQ,18962
SFMP75DR,SFMP75DR-MF,13747
663KA34,663KA34-SG,1651
BOMDYEING,BOMDYEING-EQ,513
DHRUV,DHRUV-EQ,6858
TATAELXSI,TATAELXSI-EQ,3411
GTLINFRA,GTLINFRA-BL,13748
GS220224C,GS220224C-GS,3989
SANDHAR,SANDHAR-EQ,2397
BCG,BCG-BL,8837
798AP31,798AP31-SG,20961
ANMOL,ANMOL-BL,3735
769MH31,769MH31-SG,14531
ALKALI,ALKALI-BL,16962
MOTOGENFIN,MOTOGENFIN-BL,12112
SPLIL,SPLIL-EQ,11935
J&KBANK,J&KBANK-BL,12501
645MN30,645MN30-SG,22301
LRRPL,LRRPL-SM,14204
AARVEEDEN,AARVEEDEN-EQ,13771
LASA,LASA-BE,21723
MASTER,MASTER-ST,19014
PERFECT,PERFECT-SM,11250
MRPL,MRPL-EQ,2283
ABSLFTUBDG,ABSLFTUBDG-MF,13228
632KA28,632KA28-SG,22302
DIACABS,DIACABS-BL,18544
NIFTY SMLCAP 50,NIFTY SMLCAP 50,99926061
IIFL,IIFL-NN,6207
SHREERAMA,SHREERAMA-BL,12146
INTENTECH,INTENTECH-EQ,20071
694TS50,694TS50-SG,322
TCNSBRANDS,TCNSBRANDS-BL,4177
3MINDIA,3MINDIA-EQ,474
NATHBIOGEN,NATHBIOGEN-BL,11068
SOLARINDS,SOLARINDS-BL,13334
BHEL,BHEL-BL,12261
743HP28,743HP28-SG,10559
NETWEB,NETWEB-EQ,17433
SIYSIL,SIYSIL-BL,14099
NCC,NCC-BL,12617
IVZINNIFTY,IVZINNIFTY-BL,24218
INFINIUM,INFINIUM-SM,15036
L&TFINANCE,L&TFINANCE-NW,9676
LEMONTREE,LEMONTREE-BL,2609
725GS2063,725GS2063-GS,16733
SGBDC27VII,SGBDC27VII-GB,15432
759KA38,759KA38-SG,13049
NRL,NRL-BL,13684
TFCILTD,TFCILTD-BL,12828
AAKASH,AAKASH-BE,240
701MH32,701MH32-SG,5002
76GJ35,76GJ35-SG,14107
ESCORTS,ESCORTS-BL,12352
ROHLTD,ROHLTD-BL,13186
724TS51,724TS51-SG,5045
GABRIEL,GABRIEL-EQ,1085
696GA31,696GA31-SG,4880
ECLFINANCE,ECLFINANCE-NO,7968
697UP31A,697UP31A-SG,6099
PRUDENT,PRUDENT-EQ,9553
MANINFRA,MANINFRA-EQ,18226
699GA31A,699GA31A-SG,5027
GS090924C,GS090924C-GS,4054
541GA25,541GA25-SG,1697
ASAHIINDIA,ASAHIINDIA-BL,12215
711UK30,711UK30-SG,22169
HAL,HAL-BL,2312
BANARBEADS,BANARBEADS-EQ,347
SGBOCT27VI,SGBOCT27VI-GB,14252
IMAGICAA,IMAGICAA-BL,7677
741WB39,741WB39-SG,18334
695TN31,695TN31-SG,2260
AYMSYNTEX,AYMSYNTEX-BL,10288
76KA33,76KA33-SG,13601
772MH31,772MH31-SG,14367
MONTECARLO,MONTECARLO-EQ,5938
775HP32,775HP32-SG,14818
NAHARCAP,NAHARCAP-BL,15358
SIS,SIS-EQ,21501
CAMPUS,CAMPUS-BL,9367
NDL,NDL-EQ,31258
775CG31,775CG31-SG,14816
BRITANNIA,BRITANNIA-EQ,547
765TS30,765TS30-SG,22188
689MP35,689MP35-SG,21983
GS070624C,GS070624C-GS,4016
SANDESH,SANDESH-EQ,2988
FOCE,FOCE-SM,7385
KSB,KSB-BL,12551
ASHOKLEY,ASHOKLEY-BL,12218
STERTOOLS,STERTOOLS-EQ,4299
TV18BRDCST,TV18BRDCST-BL,14210
NHBTF2023,NHBTF2023-N2,1754
682MH32,682MH32-SG,3376
695MN30,695MN30-SG,21925
694AP41,694AP41-SG,5897
782MN32,782MN32-SG,9781
IBULHSGFIN,IBULHSGFIN-ZR,13448
DCBBANK,DCBBANK-BL,13727
JAIPURKURT,JAIPURKURT-BL,5520
ECLFINANCE,ECLFINANCE-NK,4292
DODLA,DODLA-EQ,4822
WHIRLPOOL,WHIRLPOOL-BL,18014
691AP39,691AP39-SG,626
AISL,AISL-SM,482
HESTERBIO,HESTERBIO-BL,7058
DLINKINDIA,DLINKINDIA-BL,17854
676MP33,676MP33-SG,95
NTPC,NTPC-N1,31758
VISAKAIND,VISAKAIND-BL,12878
783RJ32,783RJ32-SG,9915
677RJ31,677RJ31-SG,3511
ISGEC,ISGEC-EQ,3329
MAANALU,MAANALU-BE,15018
KOTAKNIFTY,KOTAKNIFTY-EQ,18102
DSPSILVETF,DSPSILVETF-BL,10763
IMPEXFERRO,IMPEXFERRO-BE,11684
765UP30,765UP30-SG,22086
SFMP50DR,SFMP50DR-MF,5593
709WB40,709WB40-SG,472
708PY26,708PY26-SG,22025
749UP34,749UP34-SG,18210
787RJ40,787RJ40-SG,11701
675KA34,675KA34-SG,1092
BANKNIFTY,Nifty Bank,99926009
UMAEXPORTS,UMAEXPORTS-BL,8851
SADBHAV,SADBHAV-BL,13238
CHALET,CHALET-EQ,8546
ABCAPITAL,ABCAPITAL-EQ,21614
364D110724,364D110724-TB,17265
TALBROAUTO,TALBROAUTO-BL,13651
676TN31,676TN31-SG,5742
IBULHSGFIN,IBULHSGFIN-AU,17508
676MP40,676MP40-SG,1012
SUPRAJIT,SUPRAJIT-BL,12797
SIMBHALS,SIMBHALS-BL,14615
HNGSNGBEES,HNGSNGBEES-EQ,18284
61CG27,61CG27-SG,2013
NIFTY50 PR 2X LEV,Nifty50 PR 2x Lev,99926002
HITECHCORP,HITECHCORP-BE,15165
CREDITACC,CREDITACC-N4,12456
747GA38,747GA38-SG,16982
DHANILOANS,DHANILOANS-Y3,9518
AMIORG,AMIORG-EQ,5578
792AP42,792AP42-SG,10218
PROPEQUITY,PROPEQUITY-SM,8735
ZENSARTECH,ZENSARTECH-EQ,1076
773WB32,773WB32-SG,9719
672TS26,672TS26-SG,22192
IMPAL,IMPAL-BL,12468
IBULHSGFIN,IBULHSGFIN-BK,18841
MAKS,MAKS-SM,11218
GMBREW,GMBREW-BL,12077
CMMIPL,CMMIPL-ST,99
LANDMARK,LANDMARK-EQ,13276
RITEZONE,RITEZONE-SM,11910
NHPC,NHPC-N2,31483
703KA32,703KA32-SG,6104
RANEHOLDIN,RANEHOLDIN-EQ,2844
TIMETECHNO,TIMETECHNO-BL,14709
BSE,BSE-EQ,19585
PEARLPOLY,PEARLPOLY-BL,12665
VISHAL,VISHAL-EQ,11773
768HR31,768HR31-SG,12295
785SK32,785SK32-SG,11509
KRBL,KRBL-EQ,10577
GOLDBEES,GOLDBEES-EQ,14428
INDTERRAIN,INDTERRAIN-BL,21960
DLINKINDIA,DLINKINDIA-EQ,17851
SHAKTIPUMP,SHAKTIPUMP-EQ,25574
77AP30A,77AP30A-SG,14636
IBULHSGFIN,IBULHSGFIN-AZ,17542
593CG26,593CG26-SG,1449
DRCSYSTEMS,DRCSYSTEMS-BL,2650
527GJ24,527GJ24-SG,7864
HECPROJECT,HECPROJECT-BL,7435
TEMBO,TEMBO-BL,3283
DHANILOANS,DHANILOANS-NT,8049
CINELINE,CINELINE-BE,27164
021NSETEST,021NSETEST-EQ,14751
KOTYARK,KOTYARK-SM,6441
INDSWFTLAB,INDSWFTLAB-EQ,4870
NTPC,NTPC-N8,10737
DHUNINV,DHUNINV-EQ,22233
743TN33,743TN33-SG,18404
UNIONBANK,UNIONBANK-BL,12856
IBULHSGFIN,IBULHSGFIN-AH,14720
KAJARIACER,KAJARIACER-EQ,1808
DOLLAR,DOLLAR-EQ,20560
KRITI,KRITI-BL,6419
NOIDATOLL,NOIDATOLL-BL,12637
STYLAMIND,STYLAMIND-BL,5189
LINCOLN,LINCOLN-EQ,11596
AKASH,AKASH-BL,13551
783MH30,783MH30-SG,21940
SRGHFL,SRGHFL-BL,18125
69JK33,69JK33-SG,3392
704RJ30,704RJ30-SG,22048
772GJ34,772GJ34-SG,14643
REDINGTON,REDINGTON-EQ,14255
WEALTH,WEALTH-BL,1934
699MP41,699MP41-SG,6750
QMSMEDI,QMSMEDI-SM,11467
ASHOKLEY,ASHOKLEY-EQ,212
772HP31,772HP31-SG,14637
KIRIINDUS,KIRIINDUS-EQ,16639
70UP30,70UP30-SG,22088
KANSAINER,KANSAINER-EQ,1196
VIKASECO,VIKASECO-BL,25759
DABUR,DABUR-EQ,772
GS220836C,GS220836C-GS,4494
LAOPALA,LAOPALA-EQ,14423
SHALPAINTS,SHALPAINTS-BL,15345
AKSHAR,AKSHAR-BE,9560
FCL,FCL-BL,6203
TATASTEEL,TATASTEEL-EQ,3499
774MZ33,774MZ33-SG,10540
769GA32,769GA32-SG,11283
UTIAMC,UTIAMC-BL,554
672KL27,672KL27-SG,2901
AMDIND,AMDIND-BL,14400
729ML29,729ML29-SG,22013
NAVIFIN,NAVIFIN-N6,17347
IREDA,IREDA-N7,20030
721KA32,721KA32-SG,8012
HEIDELBERG,HEIDELBERG-BL,12616
XPROINDIA,XPROINDIA-EQ,11407
718AS29,718AS29-SG,20311
SHIVALIK,SHIVALIK-BL,7020
BPF01D3R,BPF01D3R-MF,18168
364D211223,364D211223-TB,13262
ATUL,ATUL-BL,12225
SPENCERS,SPENCERS-BL,8168
741MN35,741MN35-SG,17458
INDOAMIN,INDOAMIN-EQ,9116
83GS2042,83GS2042-GS,7034
AARTIIND,AARTIIND-BL,12180
REDTAPE,REDTAPE-EQ,17859
824GS2027,824GS2027-GS,6884
SUPREMEENG,SUPREMEENG-BE,1401
SBILIFE,SBILIFE-BL,21811
NILKAMAL,NILKAMAL-EQ,2421
77PN40,77PN40-SG,13992
LGBBROSLTD,LGBBROSLTD-BL,18324
NHAI,NHAI-NE,14529
STARTECK,STARTECK-BE,9314
MMFL,MMFL-EQ,13844
JETAIRWAYS,JETAIRWAYS-BZ,13420
CEREBRAINT,CEREBRAINT-BE,30016
NHAI,NHAI-N9,11954
BAJAJHLDNG,BAJAJHLDNG-BL,12234
69RJ32,69RJ32-SG,4764
COALINDIA,COALINDIA-BL,20377
643UK30,643UK30-SG,22451
SILVERBEES,SILVERBEES-BL,8082
778ML31,778ML31-SG,10330
NIFTY SERV SECTOR,Nifty Serv Sector,99926026
SUPREMEIND,SUPREMEIND-EQ,3363
UFIS2QPRR5,UFIS2QPRR5-MF,23851
IBULHSGFIN,IBULHSGFIN-BM,18847
UNIDT,UNIDT-BL,205
TANLA,TANLA-BL,13978
747KL37,747KL37-SG,18215
GSS,GSS-EQ,15347
GREENLAM,GREENLAM-BL,6852
TRACXN,TRACXN-EQ,11582
GATECHDVR,GATECHDVR-BE,27
698TS28,698TS28-SG,22191
737RJ34,737RJ34-SG,8578
UFIS2QPRG5,UFIS2QPRG5-MF,23845
77BR32,77BR32-SG,12300
PHARMABEES,PHARMABEES-EQ,4973
719AP34,719AP34-SG,20147
VIAZ,VIAZ-SM,14316
GS300624C,GS300624C-GS,4029
PANACEABIO,PANACEABIO-EQ,4055
682RJ31,682RJ31-SG,3259
8AR30,8AR30-SG,20963
674TS50,674TS50-SG,1386
MRO-TEK,MRO-TEK-BL,12607
INDIGO,INDIGO-BL,11199
774UK33,774UK33-SG,14376
PFOCUS,PFOCUS-EQ,13496
767JH37,767JH37-SG,13257
717GS2030,717GS2030-GS,15050
699AS31,699AS31-SG,6330
746WB40,746WB40-SG,8499
KPIGREEN,KPIGREEN-BL,5111
762AR32,762AR32-SG,13372
RAMCOSYS,RAMCOSYS-BL,12703
GS101123C,GS101123C-GS,3946
776HP30,776HP30-SG,10235
IIHFL,IIHFL-N9,7648
IBULHSGFIN,IBULHSGFIN-N8,18624
RUBYMILLS,RUBYMILLS-BL,12722
IBULHSGFIN,IBULHSGFIN-BD,18812
DEVIT,DEVIT-BL,8151
GANDHITUBE,GANDHITUBE-EQ,14116
704TN30,704TN30-SG,7812
LANDMARK,LANDMARK-BL,13282
690AP27,690AP27-SG,20599
VSTIND,VSTIND-EQ,3724
MMFL,MMFL-BL,13842
746RJ33,746RJ33-SG,18939
689MH31,689MH31-SG,4881
HDFC1204RD,HDFC1204RD-MF,13547
NITIRAJ,NITIRAJ-BE,3251
744TS39A,744TS39A-SG,18410
SETFNN50,SETFNN50-BL,7360
BSLIQPIIDP,BSLIQPIIDP-MF,22844
PVRINOX,PVRINOX-BL,13149
SPECIALITY,SPECIALITY-BL,27110
DTIL,DTIL-EQ,6227
697GA31,697GA31-SG,5469
ONWARDTEC,ONWARDTEC-EQ,2481
SAHANA,SAHANA-SM,16711
COSMOFIRST,COSMOFIRST-BL,12312
802WB37,802WB37-SG,10384
IRISDOREME,IRISDOREME-EQ,2275
ZENITHEXPO,ZENITHEXPO-BE,8802
762PY35,762PY35-SG,14164
719GS2060,719GS2060-GS,18474
SFMP41GD,SFMP41GD-MF,3107
CENTURYPLY,CENTURYPLY-EQ,13305
759TS40A,759TS40A-SG,14167
SPENCERS,SPENCERS-EQ,8163
757HR30,757HR30-SG,12664
031NSETEST,031NSETEST-EQ,14753
643RJ27,643RJ27-SG,7867
763HR32,763HR32-SG,13244
SUPERSPIN,SUPERSPIN-EQ,3357
668AP35,668AP35-SG,22453
MAITHANALL,MAITHANALL-BL,24541
74MH32,74MH32-SG,16978
SANCO,SANCO-BZ,14630
BPF02IGG,BPF02IGG-MF,18064
SUPERHOUSE,SUPERHOUSE-EQ,20616
PULZ,PULZ-SM,507
706GJ32,706GJ32-SG,8189
RAMANEWS,RAMANEWS-EQ,13565
781KL44,781KL44-SG,11706
662UP30,662UP30-SG,1695
MANAKSIA,MANAKSIA-EQ,15199
KSCL,KSCL-EQ,14972
ZUARI,ZUARI-BL,29053
SINDHUTRAD,SINDHUTRAD-BE,16862
715JK32,715JK32-SG,457
SGBJAN30IX,SGBJAN30IX-GB,7879
546PY25,546PY25-SG,2012
672PN30,672PN30-SG,21786
718AP33,718AP33-SG,20020
HINDUNILVR,HINDUNILVR-EQ,1394
BSLSENETFG,BSLSENETFG-EQ,5957
SHREDIGCEM,SHREDIGCEM-BL,12085
654UP30,654UP30-SG,779
BSLGOLDETF,BSLGOLDETF-BL,23805
699JK31,699JK31-SG,2074
702ML41,702ML41-SG,5570
759GS2029,759GS2029-GS,7130
TRU,TRU-BL,9386
NHPC,NHPC-N1,31482
FCL,FCL-EQ,6198
782SK32A,782SK32A-SG,11878
364D250424,364D250424-TB,15273
3MINDIA,3MINDIA-BL,12179
IRFC,IRFC-ND,1993
779JK35,779JK35-SG,14650
L&TFINANCE,L&TFINANCE-NE,9227
DIACABS,DIACABS-BE,18545
JKLAKSHMI,JKLAKSHMI-EQ,13491
RELCHEMQ,RELCHEMQ-EQ,9652
FEDERALBNK,FEDERALBNK-EQ,1023
M&MFIN,M&MFIN-EQ,13285
8MN30,8MN30-SG,21923
HBLPOWER,HBLPOWER-EQ,13966
HDFC1204RQ,HDFC1204RQ-MF,13556
76AP28,76AP28-SG,11299
ANKITMETAL,ANKITMETAL-BE,29434
KIRLPNU,KIRLPNU-BL,15185
641GA30,641GA30-SG,21040
RUSHIL,RUSHIL-EQ,24595
SGBSEP29VI,SGBSEP29VI-GB,5575
VELS,VELS-SM,14590
736AP38,736AP38-SG,16808
672KA33,672KA33-SG,1166
TMB,TMB-BL,10950
BPF02D4D,BPF02D4D-MF,18009
PALREDTEC,PALREDTEC-BL,17060
692TN46,692TN46-SG,6993
707JK30,707JK30-SG,20796
ACCELYA,ACCELYA-BL,12531
IBUCCREDIT,IBUCCREDIT-NR,15215
SFMP48DD,SFMP48DD-MF,5319
ICICIAUTO,ICICIAUTO-BL,7847
DHANILOANS,DHANILOANS-NH,10659
LICNFNHGP,LICNFNHGP-BL,15230
643MH27,643MH27-SG,5414
TTKPRESTIG,TTKPRESTIG-BL,12845
BHAGERIA,BHAGERIA-EQ,13400
SHREMINVIT,SHREMINVIT-IV,5718
755JK38,755JK38-SG,13779
923GS2043,923GS2043-GS,7087
799TS30,799TS30-SG,22205
714AP41B,714AP41B-SG,7550
FSC,FSC-BZ,14628
717HP30,717HP30-SG,20846
BLISSGVS,BLISSGVS-BL,19268
GS200324C,GS200324C-GS,4005
74TN42,74TN42-SG,8590
111NSETEST,111NSETEST-EQ,14774
MAHESHWARI,MAHESHWARI-EQ,9576
717TR30,717TR30-SG,22140
64KA31,64KA31-SG,22266
734AS33,734AS33-SG,16019
762MP34,762MP34-SG,14163
TVTODAY,TVTODAY-BL,12851
BSLGOLDETF,BSLGOLDETF-EQ,23804
782AS32,782AS32-SG,10246
GANECOS,GANECOS-BL,6947
744HR27,744HR27-SG,12657
82GS2025,82GS2025-GS,7024
IFCI,IFCI-NL,6646
664TN23,664TN23-SG,22130
MMTC,MMTC-BL,17960
71KA32,71KA32-SG,7693
WESTLIFE,WESTLIFE-EQ,11580
MADHAVBAUG,MADHAVBAUG-SM,8259
SINTERCOM,SINTERCOM-BL,387
LTTS,LTTS-EQ,18564
719JK29,719JK29-SG,20959
59TS25,59TS25-SG,22184
AMIORG,AMIORG-BL,5583
665TS40,665TS40-SG,1742
737NL33A,737NL33A-SG,16802
724RJ32A,724RJ32A-SG,8136
NESCO,NESCO-EQ,15409
HEMIPROP,HEMIPROP-EQ,701
753AS27,753AS27-SG,10195
651HP30,651HP30-SG,840
L&TFH,L&TFH-EQ,24948
ESG,ESG-EQ,1200
717UK29,717UK29-SG,22167
LGHL,LGHL-SM,18475
662GA31,662GA31-SG,1939
744HR32,744HR32-SG,17220
MAZDA,MAZDA-BL,18869
736HR33A,736HR33A-SG,16801
692AP41,692AP41-SG,6992
762GA32A,762GA32A-SG,13373
ASALCBR,ASALCBR-EQ,17598
UGROCAP,UGROCAP-BL,5315
YUDIZ,YUDIZ-SM,18040
KKCL,KKCL-BL,13383
532CG25,532CG25-SG,1209
IBUCCREDIT,IBUCCREDIT-NK,14030
723KA28,723KA28-SG,21710
ENERGYDEV,ENERGYDEV-EQ,15049
CAMLINFINE,CAMLINFINE-EQ,6216
CENTRUM,CENTRUM-EQ,2454
PGIMCSA3D,PGIMCSA3D-MF,17993
DSPSENXETF,DSPSENXETF-BL,17615
UGARSUGAR,UGARSUGAR-EQ,19578
UMANGDAIRY,UMANGDAIRY-BL,11391
RTNINDIA,RTNINDIA-EQ,27297
011NSETEST,011NSETEST-EQ,14747
719TN30,719TN30-SG,22125
535CG25,535CG25-SG,971
HFMPCC75DD,HFMPCC75DD-MF,18191
SHARDACROP,SHARDACROP-BL,4995
VAIBHAVGBL,VAIBHAVGBL-EQ,11364
CHENNPETRO,CHENNPETRO-BL,12296
642UP30,642UP30-SG,849
IBULHSG,IBULHSG-N0,18891
CARBORUNIV,CARBORUNIV-BL,12285
686MH32,686MH32-SG,3707
JHS,JHS-BE,13723
TATAMETALI,TATAMETALI-BL,12816
687UP31,687UP31-SG,5695
MSUMI,MSUMI-BL,8597
FINCABLES,FINCABLES-EQ,1038
SIL,SIL-BL,12761
MANAPPURAM,MANAPPURAM-BL,19064
752AP42,752AP42-SG,8977
73PN34,73PN34-SG,21717
70GA31,70GA31-SG,6483
695WB35,695WB35-SG,22145
762MN35,762MN35-SG,14165
540CG24,540CG24-SG,22331
NHBTF2014,NHBTF2014-N2,31966
682KL32,682KL32-SG,3077
678AP39,678AP39-SG,3200
ASTRON,ASTRON-BL,879
TINPLATE,TINPLATE-EQ,3493
729HR29,729HR29-SG,16220
STYRENIX,STYRENIX-EQ,19
INCREDFIN,INCREDFIN-N5,14042
685GA31,685GA31-SG,2077
JISLDVREQS,JISLDVREQS-BE,25688
GENCON,GENCON-BE,2191
DHANUKA,DHANUKA-EQ,24409
712AS32,712AS32-SG,7691
IBULHSGFIN,IBULHSGFIN-AL,14710
699GS2051,699GS2051-GS,6696
ABFRL,ABFRL-BL,30111
706MZ34,706MZ34-SG,5992
VCL,VCL-EQ,9020
SIS,SIS-BL,21504
